city,salary_men,salary_women,population
Cluny,14.2,11.1,4403
Crêches-sur-Saône,13.8,11.2,2827
Le Creusot,14.0,11.3,21152
Crissey,14.9,11.6,3098
Digoin,12.4,10.0,7507
Épinac,12.2,10.5,2128
Gergy,14.0,11.4,2554
Givry,19.8,13.1,3987
Gueugnon,15.7,10.9,7052
Louhans,12.6,10.5,5970
Mâcon,13.0,11.1,32224
Montceau-les-Mines,12.7,10.3,18157
Montcenis,15.5,12.2,2100
Montchanin,13.7,11.0,5033
Ouroux-sur-Saône,13.5,10.9,3014
Paray-le-Monial,12.7,10.4,8363
Saint-Germain-du-Plain,14.0,11.8,2128
Saint-Marcel,13.6,11.2,15283
Saint-Rémy,14.6,11.6,11001
Saint-Vallier,13.9,11.1,12353
Sanvignes-les-Mines,13.0,10.6,4420
Sennecey-le-Grand,12.7,10.7,2903
Sornay,12.0,10.5,2287
Torcy,13.3,10.7,26324
Tournus,13.1,11.4,5386
Varennes-le-Grand,14.7,11.7,1700
Allonnes,12.0,10.3,13410
Arnage,14.5,11.6,5003
Aubigné-Racan,11.6,10.2,2076
La Bazoge,15.0,12.1,3764
Beaumont-sur-Sarthe,12.7,10.5,1858
Bessé-sur-Braye,13.6,10.7,2145
Bonnétable,12.2,10.2,3706
Bouloire,12.0,10.4,2050
Brette-les-Pins,14.3,11.8,2043
Cérans-Foulletourte,13.6,11.1,3342
Champagné,13.3,11.2,3257
Changé,16.4,12.9,11467
La Chapelle-Saint-Aubin,16.5,13.0,2339
Château-du-Loir,11.6,10.5,4282
Connerré,12.0,10.7,2845
Coulaines,13.4,11.2,6866
Écommoy,13.7,11.2,4542
La Ferté-Bernard,13.5,11.1,8376
Fresnay-sur-Sarthe,11.6,10.2,1833
Guécélard,14.7,12.1,2837
La Flèche,12.9,10.6,14177
Laigné-en-Belin,13.8,11.7,2356
Loué,12.2,10.9,2136
Le Lude,12.0,10.7,3757
Mamers,12.0,10.4,5022
Le Mans,14.6,12.1,140308
Mayet,12.7,10.4,3062
La Milesse,14.9,12.1,2433
Moncé-en-Belin,14.0,11.6,3429
Mulsanne,14.1,11.5,4812
Neuville-sur-Sarthe,15.8,13.0,2342
Noyen-sur-Sarthe,12.3,10.9,2647
Parcé-sur-Sarthe,12.9,11.2,2092
Parigné-l'Évêque,14.5,11.8,4581
Montfort-le-Gesnois,13.0,11.3,2884
Précigné,13.0,10.7,2791
Roézé-sur-Sarthe,14.1,11.4,2508
Rouillon,18.3,13.7,2196
Ruaudin,16.2,12.6,3185
Sablé-sur-Sarthe,12.6,10.7,11638
Saint-Calais,11.5,9.9,2907
Saint-Gervais-en-Belin,15.1,11.8,2115
Sainte-Jamme-sur-Sarthe,12.6,10.7,1990
Saint-Mars-d'Outillé,13.0,10.9,2221
Saint-Mars-la-Brière,13.1,11.4,2630
Saint-Saturnin,16.8,12.8,5252
Sargé-lès-le-Mans,18.6,14.0,3600
Savigné-l'Évêque,14.6,12.0,3987
Sillé-le-Guillaume,12.7,10.9,2100
Spay,14.8,12.2,2901
La Suze-sur-Sarthe,13.2,11.0,4389
Teloché,13.9,11.6,3035
Vibraye,12.5,10.9,2462
Yvré-l'Évêque,17.6,13.3,4067
Aigueblanche,14.7,11.6,2959
Aix-les-Bains,15.1,12.0,29519
Albertville,13.6,10.8,18247
Barberaz,16.0,12.6,4454
Barby,14.3,11.7,3073
Bassens,15.8,12.5,10516
La Bâthie,14.3,11.0,2015
Beaufort,13.5,11.2,5102
La Biolle,15.6,12.0,2226
Le Bourget-du-Lac,17.2,13.1,4213
Bourg-Saint-Maurice,13.9,11.6,7002
Bozel,15.4,12.6,1881
Brison-Saint-Innocent,21.1,14.3,2020
Challes-les-Eaux,16.8,13.0,5001
Chambéry,14.0,11.9,57669
Cognin,13.9,11.8,5874
Drumettaz-Clarafond,17.2,12.8,2524
Gilly-sur-Isère,16.8,12.1,2851
Grésy-sur-Aix,15.8,12.9,4399
Jacob-Bellecombette,15.3,13.1,3389
Les Marches,16.0,13.3,2351
Mercury,17.3,12.6,2954
Modane,14.5,11.3,3169
Montmélian,13.4,11.0,3898
La Motte-Servolex,15.9,12.2,11370
Moûtiers,13.5,11.2,3459
Mouxy,18.1,13.5,2219
La Ravoire,15.2,12.2,7820
La Rochette,14.3,11.3,7787
Saint-Alban-Leysse,16.4,12.7,5548
Saint-Baldoph,17.1,12.7,2658
Saint-Genix-sur-Guiers,15.4,12.0,2321
Saint-Jean-de-Maurienne,15.5,11.1,7594
Saint-Michel-de-Maurienne,15.5,11.2,2278
Saint-Pierre-d'Albigny,14.6,11.7,3659
Séez,14.1,11.6,2382
Tignes,13.4,11.9,2486
Tresserve,19.6,13.6,2873
Ugine,14.4,11.0,6821
Viviers-du-Lac,16.7,12.6,2101
Yenne,13.5,11.2,2836
Alby-sur-Chéran,15.0,12.0,2484
Allinges,15.5,12.3,4131
Amancy,15.8,12.1,2326
Ambilly,12.7,11.2,5923
Annecy,14.6,12.3,51423
Annecy-le-Vieux,19.5,14.2,19906
Annemasse,12.1,10.8,34726
Anthy-sur-Léman,17.5,12.0,2103
Archamps,16.4,15.4,2558
Argonay,16.7,13.5,2280
Ayse,17.5,13.0,2055
La Balme-de-Sillingy,15.2,12.5,4981
Beaumont,13.8,13.7,16650
Bonne,14.6,12.1,3209
Bonneville,13.5,11.0,12446
Bons-en-Chablais,14.0,11.6,5209
Chamonix-Mont-Blanc,13.7,11.8,8914
Chavanod,16.4,13.2,2310
Chens-sur-Léman,13.7,11.8,2359
Cluses,13.7,11.2,17142
Collonges-sous-Salève,14.7,12.2,3716
Combloux,15.2,12.0,1961
Cran-Gevrier,13.6,11.5,16483
Cranves-Sales,14.6,12.5,6293
Cruseilles,14.5,11.7,4152
Doussard,16.0,12.4,3560
Douvaine,13.9,11.0,5411
Épagny,16.4,12.7,606
Étrembières,12.7,10.3,2186
Évian-les-Bains,14.8,11.2,8367
Fillinges,16.0,12.3,3173
Gaillard,12.3,10.7,11407
Le Grand-Bornand,13.9,11.0,2144
Groisy,17.0,12.7,3276
Les Houches,14.7,12.2,2830
Lugrin,15.6,11.0,2400
Magland,15.2,11.1,3200
Marignier,15.9,11.8,6223
Marnaz,15.2,11.3,4993
Megève,15.4,12.3,3156
Messery,15.3,12.3,2188
Meythet,13.7,11.5,8136
Mieussy,14.9,12.0,2235
Monnetier-Mornex,14.3,12.4,2140
Morzine,13.2,11.2,2849
Neuvecelle,18.5,12.4,2881
Passy,15.3,11.9,10566
Pers-Jussy,14.9,12.2,2821
Poisy,17.1,12.9,7098
Pringy,17.9,13.5,7126
Publier,16.2,12.2,6675
Reignier-Ésery,15.2,12.7,7087
La Roche-sur-Foron,14.4,12.2,10881
Rumilly,13.6,11.3,14646
Saint-Cergues,15.0,11.2,3431
Saint-Félix,14.0,11.6,4266
Saint-Gervais-les-Bains,14.0,11.4,5353
Saint-Jeoire,13.1,11.0,3124
Saint-Jorioz,18.7,13.3,5484
Saint-Julien-en-Genevois,13.4,11.4,12993
Saint-Martin-Bellevue,17.8,15.3,2564
Saint-Paul-en-Chablais,15.3,12.1,2211
Saint-Pierre-en-Faucigny,14.9,12.0,5970
Sallanches,14.6,11.8,15456
Samoëns,13.9,11.3,2280
Sciez,14.8,11.7,5576
Scionzier,14.0,11.0,8074
Sévrier,20.2,13.4,4167
Seynod,15.2,12.2,20420
Seyssel,13.4,11.1,3205
Sillingy,15.5,12.2,4851
Taninges,14.8,11.6,3310
Thyez,15.4,12.1,5819
Thônes,14.0,11.8,6147
Thonon-les-Bains,14.1,11.3,33929
Thorens-Glières,15.0,12.7,3020
Valleiry,13.4,10.9,3931
Veigy-Foncenex,14.1,12.0,3342
Vétraz-Monthoux,14.8,12.3,7858
Veyrier-du-Lac,29.8,17.1,2228
Villaz,18.3,13.6,3228
Ville-la-Grand,12.9,11.2,8414
Viry,14.4,11.1,5673
Viuz-en-Sallaz,15.2,11.3,4085
Paris,24.7,19.1,2173279
Amfreville-la-Mi-Voie,14.4,11.8,3138
Arques-la-Bataille,13.2,10.9,2517
Aumale,12.2,10.5,2095
Barentin,13.5,11.4,11683
Bihorel,18.8,14.7,8170
Blangy-sur-Bresle,12.8,10.4,2725
Bonsecours,18.1,13.6,6355
Bois-Guillaume,23.4,16.2,12345
Bolbec,13.1,10.6,11194
Boos,16.1,12.9,3810
Canteleu,12.5,11.2,14777
Cany-Barville,15.6,11.4,2953
Caudebec-lès-Elbeuf,13.0,11.1,9816
Cléon,13.4,11.2,4889
Criel-sur-Mer,15.3,11.4,2706
Criquetot-l'Esneval,16.1,11.4,2278
Darnétal,12.7,11.0,9090
Déville-lès-Rouen,12.7,11.3,10158
Dieppe,13.2,11.1,29161
Doudeville,14.4,11.4,2464
Duclair,13.9,11.7,3919
Elbeuf,12.6,10.8,16283
Envermeu,13.5,11.2,2015
Épouville,17.2,12.2,2692
Eu,15.3,11.5,6871
Fauville-en-Caux,14.1,11.5,2066
Fécamp,12.6,10.6,18709
Fontaine-la-Mallet,22.2,15.3,2670
Forges-les-Eaux,13.5,10.6,3656
La Frénaye,17.0,12.7,2089
Gainneville,16.6,12.4,2491
Goderville,15.0,10.9,2768
Gonfreville-l'Orcher,13.3,10.7,8929
Gournay-en-Bray,12.9,10.7,6060
Grand-Couronne,13.7,11.3,9696
Le Grand-Quevilly,13.0,11.2,24937
Gruchet-le-Valasse,14.2,11.4,2989
Harfleur,14.0,10.9,8070
Le Havre,14.7,11.7,168907
Le Houlme,12.6,11.2,3908
Houppeville,19.3,14.7,2624
Isneauville,21.2,16.4,2570
Lillebonne,14.0,11.5,8965
La Londe,17.5,14.0,2277
Luneray,13.8,11.1,2079
Malaunay,14.5,12.7,5851
Maromme,12.4,10.8,10863
Le Mesnil-Esnard,20.6,14.6,7796
Montivilliers,16.4,12.3,15871
Mont-Saint-Aignan,20.5,14.6,17971
Montville,14.6,11.9,4794
Neufchâtel-en-Bray,12.2,10.7,4433
La Neuville-Chant-d'Oisel,17.9,14.0,2210
Notre-Dame-de-Bondeville,14.3,11.9,6714
Franqueville-Saint-Pierre,19.6,14.2,6033
Octeville-sur-Mer,20.2,13.9,5780
Offranville,15.6,12.3,3038
Oissel,13.1,11.4,10683
Pavilly,13.3,11.3,6142
Petit-Couronne,13.7,11.6,8817
Le Petit-Quevilly,12.6,11.0,22339
Quincampoix,20.5,14.3,2975
Rouen,15.0,12.8,107718
Sainte-Adresse,24.2,15.4,7102
Saint-Aubin-lès-Elbeuf,14.0,11.4,7916
Saint-Étienne-du-Rouvray,12.9,11.3,28056
Saint-Jacques-sur-Darnétal,17.9,14.6,2433
Saint-Léger-du-Bourg-Denis,15.1,12.4,3301
Saint-Nicolas-d'Aliermont,13.3,10.6,3565
Saint-Pierre-de-Varengeville,15.6,14.0,2228
Saint-Pierre-lès-Elbeuf,14.4,11.5,8158
Saint-Romain-de-Colbosc,16.5,12.0,3775
Saint-Saëns,13.0,10.9,2456
Saint-Valery-en-Caux,17.3,12.6,3989
Sotteville-lès-Rouen,13.7,12.1,28128
Tourville-la-Rivière,14.3,12.1,2261
Le Trait,13.4,11.5,5058
Le Tréport,12.7,10.3,4910
Yerville,13.1,11.3,2326
Yvetot,13.9,11.6,11393
Annet-sur-Marne,19.3,15.4,3047
Avon,16.8,14.0,13641
Bailly-Romainvilliers,17.5,13.9,7308
Bois-le-Roi,24.8,18.0,6515
Boissise-le-Roi,20.0,14.8,3585
Boissy-le-Châtel,15.5,12.4,3035
Bourron-Marlotte,25.5,17.1,2503
Bray-sur-Seine,13.5,10.7,2089
Brie-Comte-Robert,16.0,13.6,15955
Brou-sur-Chantereine,15.2,13.6,4337
Bussy-Saint-Georges,19.4,14.9,25731
Cannes-Écluse,14.5,12.4,2204
Cesson,18.2,14.6,9740
Champagne-sur-Seine,14.1,11.9,6108
Champs-sur-Marne,16.3,14.2,24635
Chanteloup-en-Brie,17.9,14.5,3244
La Chapelle-la-Reine,15.6,12.5,2363
Chartrettes,20.9,17.1,2409
Château-Landon,14.5,11.9,2848
Le Châtelet-en-Brie,16.6,13.8,4265
Chaumes-en-Brie,17.0,13.8,2968
Chelles,15.8,14.0,53877
Chessy,18.5,14.2,6620
Chevry-Cossigny,18.5,14.5,4000
Claye-Souilly,17.4,14.4,11522
Collégien,17.6,14.5,3249
Combs-la-Ville,16.3,13.9,21735
Coubert,16.0,13.6,1630
Couilly-Pont-aux-Dames,19.7,14.7,2095
Coulommiers,13.5,11.3,14489
Coupvray,19.5,15.8,2708
Courtry,17.6,15.0,6481
Crécy-la-Chapelle,16.9,14.2,4122
Crégy-lès-Meaux,15.3,13.3,4606
Croissy-Beaubourg,20.6,16.7,1930
Dammarie-les-Lys,14.1,12.5,21214
Dammartin-en-Goële,17.1,14.3,8755
Dampmart,17.6,14.5,3076
Donnemarie-Dontilly,14.6,11.8,2791
Égreville,15.0,12.1,2116
Émerainville,17.0,14.7,7387
Esbly,16.9,14.7,5917
Évry-Grégy-sur-Yerre,19.2,15.0,2533
Faremoutiers,15.5,12.8,2521
Ferrières-en-Brie,17.4,14.8,2714
La Ferté-Gaucher,12.5,10.6,4535
La Ferté-sous-Jouarre,14.2,12.2,9416
Fontainebleau,23.3,15.4,14028
Fontenay-Trésigny,14.9,13.0,5248
La Grande-Paroisse,16.4,12.8,2687
Gretz-Armainvilliers,15.1,13.1,8574
Grisy-Suisnes,19.9,14.8,2252
Guérard,17.3,13.8,2331
Guignes,14.9,12.5,3346
Héricy,21.3,15.8,2397
Jouarre,15.5,12.3,3711
Jouy-sur-Morin,14.5,11.6,2096
Juilly,14.8,13.3,1925
Lagny-sur-Marne,17.4,14.0,20966
Lésigny,23.9,17.0,7792
Lieusaint,15.0,13.0,12347
Lizy-sur-Ourcq,13.1,11.1,3477
Lognes,14.7,13.0,13686
Longperrier,15.8,13.6,2338
Magny-le-Hongre,20.4,15.1,8273
Mareuil-lès-Meaux,17.5,14.1,2510
Meaux,13.4,11.9,52032
Le Mée-sur-Seine,13.4,11.8,20440
Melun,13.8,12.0,38751
Mitry-Mory,15.2,13.2,19434
Moissy-Cramayel,14.8,12.9,17508
Montcourt-Fromonville,17.1,13.8,1982
Montereau-Fault-Yonne,12.4,11.0,17858
Montévrain,16.7,13.8,9652
Montigny-sur-Loing,19.8,14.9,2712
Montry,17.3,14.7,3435
Mormant,14.8,12.2,4547
Mouroux,15.8,13.0,5173
Moussy-le-Neuf,17.5,15.0,2942
Nandy,15.8,13.3,5751
Nangis,14.1,11.5,8278
Nanteuil-lès-Meaux,16.3,13.1,5689
Nemours,13.4,11.6,12619
Chauconin-Neufmontiers,17.7,14.5,2159
Noisiel,14.4,13.1,15084
Oissery,16.6,13.6,2131
Othis,16.9,14.2,6448
Ozoir-la-Ferrière,18.5,14.7,19930
Perthes,20.4,15.0,2865
Pommeuse,16.6,13.1,2761
Pomponne,18.3,14.6,3687
Pontault-Combault,15.8,13.5,37700
Pontcarré,17.8,15.0,2058
Presles-en-Brie,17.1,14.1,2210
Pringy,16.6,13.5,7126
Provins,14.1,11.4,11228
Quincy-Voisins,17.3,13.9,5052
Rebais,13.3,10.9,2147
La Rochette,18.9,15.0,7787
Roissy-en-Brie,15.4,13.5,22541
Rozay-en-Brie,16.1,12.5,2688
Saint-Fargeau-Ponthierry,17.5,13.5,13646
Saint-Germain-Laval,15.0,12.3,4311
Saint-Germain-sur-Morin,18.9,15.1,3418
Saint-Mammès,16.1,13.1,3049
Saint-Mard,16.4,14.5,5373
Saint-Pathus,16.8,14.6,5858
Saint-Pierre-lès-Nemours,15.9,13.4,5283
Saint-Soupplets,15.9,13.0,3151
Saint-Thibault-des-Vignes,18.6,14.7,6139
Samois-sur-Seine,27.4,17.6,2014
Samoreau,20.1,14.9,2201
Savigny-le-Temple,14.8,12.7,29739
Serris,15.8,12.8,8311
Servon,22.1,15.9,3335
Soignolles-en-Brie,18.0,14.3,2002
Souppes-sur-Loing,14.1,12.0,5300
Thomery,21.0,16.1,3500
Thorigny-sur-Marne,17.0,14.2,9189
Torcy,14.4,13.0,26324
Tournan-en-Brie,16.5,13.9,8101
Trilport,16.0,13.4,4908
Vaires-sur-Marne,17.6,14.9,13305
Varennes-sur-Seine,13.5,11.7,3249
Vaux-le-Pénil,17.7,14.4,10770
Veneux-les-Sablons,19.8,15.1,4643
Verneuil-l'Étang,15.4,13.0,3174
Vernou-la-Celle-sur-Seine,16.5,12.5,2561
Vert-Saint-Denis,17.0,13.7,7064
Villenoy,14.9,12.5,4116
Villeparisis,14.9,13.2,25514
Villevaudé,18.8,15.9,1732
Vulaines-sur-Seine,22.8,15.9,2494
Ablis,17.1,13.9,3298
Achères,16.7,14.5,21141
Andrésy,20.8,16.7,11921
Aubergenville,15.4,13.0,11215
Bailly,31.3,20.4,4418
Beynes,20.0,15.6,7439
Bois-d'Arcy,18.6,15.2,13231
Bonnières-sur-Seine,14.5,12.3,4435
Bouafle,19.1,15.4,2039
Bougival,27.0,19.7,8695
Buc,26.4,19.7,5848
Buchelay,16.0,13.6,2843
Carrières-sous-Poissy,16.2,14.2,14809
Carrières-sur-Seine,23.5,19.2,14916
La Celle-Saint-Cloud,29.1,19.7,21094
Chambourcy,43.1,19.7,5591
Chanteloup-les-Vignes,14.4,12.7,10000
Chatou,28.0,20.1,30529
Le Chesnay,28.8,18.6,28316
Chevreuse,27.1,18.1,5437
Les Clayes-sous-Bois,17.6,14.4,17544
Coignières,14.5,12.7,3942
Conflans-Sainte-Honorine,18.4,15.5,33829
Croissy-sur-Seine,39.5,23.1,9719
Ecquevilly,18.8,14.6,4032
Élancourt,17.8,14.7,25469
Épône,17.5,14.5,6361
Les Essarts-le-Roi,21.4,15.9,6716
L'Étang-la-Ville,39.8,23.6,4682
Feucherolles,47.8,22.8,2749
Flins-sur-Seine,17.2,13.9,2261
Fontenay-le-Fleury,18.5,15.4,13057
Fourqueux,46.9,23.4,4057
Freneuse,15.5,12.6,5116
Gambais,24.4,17.6,2405
Garancières,21.6,15.7,2325
Gargenville,16.6,13.4,6625
Guerville,17.1,14.4,2488
Guyancourt,19.4,15.7,26859
Hardricourt,17.0,14.0,2037
Houdan,15.7,12.9,3255
Houilles,20.4,17.3,32291
Issou,15.8,13.0,4267
Jouars-Pontchartrain,23.7,18.4,5014
Jouy-en-Josas,31.2,21.0,6805
Juziers,18.5,14.4,3777
Limay,13.8,12.1,15809
Louveciennes,35.0,21.3,6607
Magnanville,16.6,13.8,5562
Magny-les-Hameaux,21.1,16.6,8972
Maisons-Laffitte,30.1,21.1,23344
Mantes-la-Jolie,13.2,12.0,43711
Mantes-la-Ville,14.6,12.3,19580
Mareil-Marly,40.7,23.7,3473
Marly-le-Roi,25.3,18.5,16113
Maule,23.6,17.0,5562
Maurecourt,20.7,16.3,4234
Maurepas,18.4,14.7,18722
Le Mesnil-le-Roi,30.9,20.7,6125
Le Mesnil-Saint-Denis,24.6,18.1,6478
Meulan-en-Yvelines,15.1,13.0,9013
Mézières-sur-Seine,18.8,14.7,3564
Montesson,25.3,18.9,14919
Montfort-l'Amaury,29.7,18.1,2670
Montigny-le-Bretonneux,21.3,17.0,32949
Morainvilliers,33.4,20.5,2646
Les Mureaux,12.8,11.8,30678
Neauphle-le-Château,23.7,17.0,3056
Noisy-le-Roi,36.2,20.0,7528
Orgerus,21.1,15.6,2255
Orgeval,34.4,21.7,5942
Le Pecq,26.0,18.3,16048
Le Perray-en-Yvelines,19.9,15.3,6640
Plaisir,17.6,14.6,30781
Poissy,17.8,15.1,36083
Porcheville,15.6,13.0,2890
Le Port-Marly,21.1,16.9,5146
La Queue-les-Yvelines,21.0,15.5,2008
Rambouillet,20.2,15.0,24980
Rocquencourt,28.0,21.1,3176
Rosny-sur-Seine,15.6,13.6,5807
Saint-Arnoult-en-Yvelines,21.8,15.3,6076
Saint-Cyr-l'École,18.3,15.5,17843
Saint-Germain-en-Laye,34.7,19.1,38203
Saint-Nom-la-Bretèche,52.4,24.4,4934
Saint-Rémy-lès-Chevreuse,27.7,18.8,7036
Sartrouville,16.8,15.0,50570
Septeuil,21.5,15.4,2090
Trappes,12.7,11.3,31408
Triel-sur-Seine,22.0,16.7,11592
Vaux-sur-Seine,21.5,16.3,4509
Vélizy-Villacoublay,20.3,16.4,20041
Verneuil-sur-Seine,22.2,16.9,14658
Vernouillet,23.2,17.5,21380
La Verrière,13.9,12.7,5497
Versailles,28.8,18.9,82142
Le Vésinet,44.1,25.2,15587
Villennes-sur-Seine,37.9,23.4,5098
Villepreux,20.6,16.2,9861
Villiers-Saint-Frédéric,23.4,18.3,2670
Viroflay,26.6,20.8,15247
Voisins-le-Bretonneux,27.6,19.4,11206
Aiffres,15.2,13.1,5267
Airvault,12.7,10.4,2872
La Crèche,14.6,13.3,5288
Bressuire,12.6,10.8,18675
Celles-sur-Belle,12.5,11.6,3573
Cerizay,11.7,10.1,4621
Mauléon,12.2,10.5,8189
Châtillon-sur-Thouet,12.6,10.5,2515
Chauray,15.4,13.9,6678
Chef-Boutonne,11.3,10.2,1919
Coulon,16.5,13.3,2174
Coulonges-sur-l'Autize,13.4,11.5,2185
Échiré,15.6,14.1,3197
La Forêt-sur-Sèvre,11.7,10.3,2213
Frontenay-Rohan-Rohan,14.8,13.7,2817
Magné,16.3,15.1,3271
Mauzé-sur-le-Mignon,13.4,12.1,2603
Mauzé-Thouarsais,11.5,10.3,2176
Melle,12.6,10.7,3326
Moncoutant,12.1,10.4,3043
Mougon,14.2,13.3,2064
Niort,15.6,14.1,56337
Nueil-les-Aubiers,11.7,10.2,5327
Parthenay,12.2,10.7,9907
Prahecq,13.4,12.9,1981
Saint-Maixent-l'École,11.9,10.8,5758
Saint-Varent,12.2,10.6,2335
Le Tallud,11.8,10.1,1985
Thouars,12.6,10.7,8751
Vouillé,16.4,14.1,6707
Abbeville,12.5,10.8,22774
Ailly-sur-Noye,14.4,11.3,2860
Ailly-sur-Somme,12.7,11.1,2970
Airaines,12.4,10.9,2164
Albert,13.1,10.9,9655
Amiens,13.9,11.7,128502
Beauval,12.9,10.8,2090
Boves,15.1,12.6,2953
Camon,14.7,12.0,4299
Cayeux-sur-Mer,11.2,10.7,2376
Corbie,13.4,10.9,5742
Doullens,12.3,10.7,5940
Feuquières-en-Vimeu,13.2,10.8,2434
Flesselles,14.2,12.0,2057
Flixecourt,11.8,10.1,3059
Fressenneville,12.2,10.7,2198
Friville-Escarbotin,11.9,10.1,4578
Gamaches,11.9,10.4,2539
Ham,12.2,10.5,4495
Longueau,14.1,11.7,5424
Mers-les-Bains,12.7,10.8,2845
Montdidier,12.4,10.6,5887
Moreuil,13.4,11.2,3863
Nesle,13.1,10.5,2200
Péronne,12.7,10.6,7941
Poix-de-Picardie,12.4,10.8,2115
Pont-de-Metz,16.2,13.3,2400
Rivery,14.1,11.8,3328
Rosières-en-Santerre,12.6,11.1,2947
Roye,12.5,10.8,6970
Rue,12.0,10.7,2843
Saint-Ouen,12.3,9.8,51890
Saint-Valery-sur-Somme,13.8,11.8,2284
Saleux,15.1,12.0,2803
Salouël,17.7,13.4,3022
Vignacourt,14.0,11.5,2341
Villers-Bretonneux,14.5,11.6,4214
Aiguefonde,12.3,10.5,2474
Albi,13.8,11.8,47267
Arthès,12.8,11.0,2475
Aussillon,12.3,10.7,5960
Blaye-les-Mines,10.8,9.6,2986
Brens,14.0,11.6,3291
Briatexte,12.1,10.8,1935
Cagnac-les-Mines,11.9,10.6,2275
Cambon,14.0,11.4,2080
Carmaux,11.6,10.3,9203
Castres,14.1,11.6,40114
Coufouleux,15.2,11.5,2581
Gaillac,13.3,11.2,14405
Graulhet,12.0,10.2,11739
Labruguière,12.5,10.5,6152
Lacaune,12.3,10.7,2386
Lavaur,14.4,11.6,9969
Lescure-d'Albigeois,13.0,11.3,4221
Lisle-sur-Tarn,13.8,11.9,4412
Marssac-sur-Tarn,13.8,11.8,2974
Mazamet,12.5,10.6,9564
Montredon-Labessonnié,11.8,10.9,1959
Payrin-Augmontel,13.2,11.1,2132
Pont-de-Larn,14.3,10.9,2831
Puygouzon,16.8,12.7,2786
Puylaurens,13.8,11.3,3184
Rabastens,15.7,12.1,5307
Réalmont,12.3,11.0,3256
Roquecourbe,11.9,10.4,2205
Saint-Benoît-de-Carmaux,11.6,9.6,2155
Saint-Juéry,12.3,10.7,7064
Saint-Sulpice-la-Pointe,15.5,12.4,8364
Saïx,15.3,11.6,3267
Sémalens,13.8,11.5,2051
Sorèze,13.5,11.5,2643
Soual,13.4,10.1,2311
Albias,12.7,10.5,3084
Beaumont-de-Lomagne,12.2,11.1,3493
Bressols,13.8,11.7,3583
Castelsarrasin,12.9,10.5,12758
Caussade,12.3,10.4,6599
Grisolles,13.9,12.1,4020
Labastide-Saint-Pierre,13.7,11.4,3614
Lafrançaise,12.9,11.1,2858
La Ville-Dieu-du-Temple,11.6,10.4,3078
Moissac,13.0,10.7,11981
Montauban,13.8,11.5,56946
Montbeton,13.5,11.3,3646
Montech,13.7,11.0,5970
Nègrepelisse,12.5,10.9,5116
Saint-Étienne-de-Tulmont,12.5,10.7,3537
Saint-Nicolas-de-la-Grave,13.2,10.6,2110
Septfonds,13.1,10.6,2084
Valence,13.8,10.8,65599
Verdun-sur-Garonne,14.4,11.7,4493
Les Adrets-de-l'Estérel,18.7,13.8,2625
Les Arcs,13.2,11.2,7006
Aups,13.2,10.7,2044
Bagnols-en-Forêt,15.3,12.0,2562
Bandol,16.4,12.8,7578
Barjols,12.8,10.2,2936
Le Beausset,16.6,12.8,9371
Belgentier,14.4,11.4,2435
Besse-sur-Issole,13.7,11.6,2878
Bormes-les-Mimosas,14.2,11.2,7543
Bras,15.5,12.3,2575
Brignoles,12.8,10.9,16117
La Cadière-d'Azur,19.7,14.5,5452
Callian,18.8,12.6,3192
Le Cannet-des-Maures,13.5,11.1,4164
Carcès,13.2,10.5,3321
Carnoules,12.8,10.9,3397
Carqueiranne,18.2,12.9,9837
Le Castellet,15.5,12.4,4260
Cavalaire-sur-Mer,12.6,10.9,7010
Cogolin,12.5,11.2,12251
Cotignac,14.4,11.0,2144
La Crau,13.8,11.6,16450
La Croix-Valmer,13.8,12.1,3568
Cuers,13.7,11.3,10193
Draguignan,13.0,11.1,38677
Évenos,16.6,13.0,2135
La Farlède,14.0,12.0,7808
Fayence,15.2,11.9,5527
Figanières,13.5,11.2,2487
Flassans-sur-Issole,13.5,11.0,3381
Flayosc,13.5,11.7,4286
Forcalqueiret,15.0,11.0,2699
Fréjus,13.6,11.4,51998
La Garde,13.9,11.4,24029
Garéoult,15.1,11.6,5246
Gassin,16.1,12.4,2548
Gonfaron,12.6,11.1,4195
Grimaud,13.4,11.7,3962
Hyères,13.6,11.6,53553
Le Lavandou,12.4,10.6,5092
La Londe-les-Maures,13.8,11.4,8073
Lorgues,13.9,11.2,8937
Le Luc,12.4,10.7,9966
Méounes-lès-Montrieux,15.1,12.4,2090
Montauroux,16.6,13.4,6130
La Motte,15.9,11.7,4949
Le Muy,13.0,10.9,9197
Nans-les-Pins,17.2,12.2,3674
Néoules,14.8,11.6,2514
Ollioules,15.0,11.9,12648
Pierrefeu-du-Var,14.4,11.7,5714
Pignans,13.3,10.9,3633
Le Plan-de-la-Tour,13.8,11.6,2664
Pourrières,18.1,13.4,4771
Le Pradet,14.6,12.6,10247
Puget-sur-Argens,13.5,11.1,7125
Puget-Ville,13.3,11.6,3995
Ramatuelle,16.5,14.0,2057
Régusse,13.3,10.7,2353
Le Revest-les-Eaux,15.9,12.8,3491
Rians,14.8,12.4,5100
Rocbaron,14.4,11.3,4735
Roquebrune-sur-Argens,14.4,11.9,12099
La Roquebrussanne,13.8,10.9,2466
Saint-Cyr-sur-Mer,16.9,13.1,11927
Saint-Julien,15.7,11.3,7274
Sainte-Maxime,13.2,11.2,13605
